"Column1","Column2","Correlation"
"Month.Aug","DailyClassChange10Period",-0.0556359216570854
"DailyChange200Period","DailyClassChange1Period",0.0555674768984318
"Change25Period","DailyClassChange50Period",0.0554245710372925
"DailyChange50Period","ChangeFuture200",0.0552570261061192
"Month.Nov","DailyConsecChangeEMA",-0.055233221501112
"SlowRSI","ClassChangeSlowRSI",0.0551597252488136
"DailyChangeRSI","DailyConsecChangeRSI",-0.0550989098846912
"Month.Apr","RSI",0.0550516881048679
"Change25Period","DailyMACD",0.0549792945384979
"ChangeRSI","DailyClassChangeEMA",-0.054973129183054
"DailyMACD","DailyClassChange1Period",0.0548785328865051
"Month.Jul","ClassChange200Period",0.0548271611332893
"Month.Aug","DailyClassChangeSlowRSI",-0.0547606684267521
"Month.Apr","DailyClassChange200Period",0.0545549318194389
"Month.Apr","ClassChange100Period",0.0545077659189701
"ClassChange25Period","DailyChange100Period",0.0544480793178082
"DailyClassChange25Period","DailyConsecChange200Period",0.0544228628277779
"ClassChange200Period","DailyConsecChange5Period",0.0542871356010437
"Change200Period","DailyConsecChange100Period",0.0541565045714378
"ConsecChange25Period","ConsecChangeSlowRSI",-0.0541043803095818
"ClassChange10Period","DailyClassChangeRSI",0.0540421940386295
"Month.Apr","Change50Period",0.0540273636579514
"Change10Period","DailyChangeSlowRSI",0.0540267266333103
"Month.Aug","DailyChange100Period",-0.0538636259734631
"ChangeEMA","DailyChangeEMA",0.0538544245064259
"DailyClassChange100Period","ChangeFuture200",0.0538192540407181
"DailyChange50Period","DailyClassChangeSlowRSI",0.0536355376243591
"DailyConsecChange200Period","DailyConsecChangeSlowRSI",-0.0535081140697002
"DailyClassChangeEMA","DailyConsecChange5Period",0.0533987358212471
"Month.Nov","Change100Period",-0.0533973909914494
"DailySlowRSI","DailyConsecChange5Period",0.0533586330711842
"ConsecChange50Period","ChangeFuture50",-0.0533294938504696
"Day.Sat","ClassChange5Period",-0.0531114898622036
"Day.Sat","DailyClassChange200Period",0.0530680529773235
"ChangeSlowRSI","ConsecChange5Period",-0.0530446842312813
"Month.Aug","DailyChange25Period",-0.0529005080461502
"Day.Sat","ClassChangeMACD",-0.0528470538556576
"Month.Aug","DailyClassChange25Period",-0.0527922175824642
"DailyChangeSlowRSI","DailyClassChange200Period",-0.0527312532067299
"Month.Nov","DailyConsecChangeMACD",0.0527013055980206
"ClassChange25Period","DailyClassChange100Period",0.05264488235116
"DailyClassChange5Period","DailyClassChangeMACD",0.0525175482034683
"ChangeRSI","DailyChange5Period",-0.0524820499122143
"DailyChange1Period","DailyChange200Period",0.0524195320904255
"Month.Dec","DailyMACD",-0.052331730723381
"DailyConsecChangeEMA","DailyConsecChangeMACD",0.0523182861506939
"ChangeSlowRSI","DailyClassChange50Period",-0.0522354170680046
"Month.May","DailyClassChange25Period",-0.052214503288269
"SlowRSI","Change1Period",0.0521875321865082
"DailyChange50Period","DailyConsecChangeEMA",0.0521079264581203
"ChangeSlowRSI","DailyMACD",-0.0520988516509533
"Month.Jul","DailyConsecChange50Period",-0.0520687475800514
"Month.Jul","DailyMACD",0.0520415082573891
"Month.May","Change50Period",-0.0519496612250805
"ConsecChange50Period","DailyConsecChange5Period",0.051844347268343
"Month.Oct","DailyClassChange50Period",-0.0517191402614117
"Month.Feb","DailyChangeSlowRSI",0.051545761525631
"Month.Sep","ConsecChange50Period",0.0514909066259861
"DailyConsecChange5Period","DailyConsecChange50Period",0.0513489916920662
"ClassChange100Period","DailyClassChangeMACD",0.0512841008603573
"DailyChange25Period","DailyConsecChange25Period",-0.0512325093150139
"DailyChangeEMA","DailyConsecChange100Period",0.0510920360684395
"Month.Aug","DailyClassChange5Period",-0.051027100533247
"Month.May","DailyClassChange50Period",0.0509866736829281
"Month.Jun","DailySlowRSI",-0.050951886922121
"Change10Period","DailyChangeEMA",0.0508920401334763
"Month.Jan","DailyConsecChange200Period",0.0508016385138035
"DailyChange10Period","DailyConsecChangeSlowRSI",0.0506963469088078
"DailySlowRSI","DailyChange1Period",0.0506808757781982
"ConsecChange25Period","DailyClassChangeMACD",0.0505436174571514
"DailyChangeEMA","DailyConsecChange1Period",-0.0504450276494026
"Month.Jul","DailyClassChange200Period",0.0502486266195774
"Month.Aug","DailyConsecChange100Period",-0.0501005910336971
"Change100Period","ClassChangeRSI",0.0500365979969501
"Change25Period","DailyClassChange100Period",0.0499428771436214
"DailyClassChange200Period","DailyConsecChangeMACD",-0.0499359741806984
"Change50Period","DailyClassChange200Period",0.0499325357377529
"Month.Sep","DailyClassChange100Period",-0.0498893894255161
"Month.Nov","ChangeFuture100",-0.0496970303356647
"MACD","DailySlowRSI",0.0496387630701065
"ChangeRSI","ConsecChange1Period",-0.0495775677263737
"ChangeSlowRSI","DailyChange50Period",-0.049515537917614
"DailyChange5Period","DailyConsecChangeEMA",0.0494946055114269
"DailyClassChange100Period","ChangeFuture100",0.0494148693978786
"Month.Sep","DailyClassChange25Period",-0.0491129867732525
"Month.Sep","ConsecChange200Period",0.0490762293338776
"Month.Jan","DailyConsecChangeEMA",-0.049054954200983
"Change1Period","ClassChange200Period",0.0489624813199043
"Month.Jan","DailyChangeMACD",-0.0488492697477341
"Month.Nov","DailyChange5Period",-0.0487945787608624
"ChangeEMA","DailyClassChangeSlowRSI",0.0487772561609745
"DailyClassChange200Period","DailyConsecChange25Period",-0.0487634837627411
"Day.Fri","Time.21.00.00",-0.0486884750425816
"DailyChange100Period","ChangeFuture100",0.0486760884523392
"Month.Aug","ClassChange100Period",-0.0485206097364426
"Month.Nov","DailyMACD",-0.0485163778066635
"Month.Aug","SlowRSI",-0.0484674274921417
"Month.Sep","DailyConsecChangeEMA",0.0484471768140793
"DailyClassChange10Period","DailyConsecChange1Period",-0.0484378039836884
"ConsecChange100Period","DailyClassChange200Period",0.0482341796159744
"ClassChange200Period","DailyConsecChangeSlowRSI",0.0482341237366199
"ClassChange10Period","DailyChangeRSI",0.0481064729392529
"Time.19.00.00","Time.20.00.00",-0.0479613766074181
"ChangeRSI","DailyClassChange5Period",-0.0479315109550953
"DailyClassChange25Period","DailyConsecChange5Period",0.0479270108044147
"Month.Apr","DailyClassChange5Period",0.0477295368909836
"Change100Period","ClassChange1Period",0.0476742386817932
"Month.May","MACD",-0.0476521588861942
"Time.18.00.00","Time.20.00.00",-0.0472709983587265
"DailyClassChangeEMA","DailyClassChangeMACD",0.0471715107560158
"Month.Nov","DailyClassChangeEMA",-0.0471432991325855
"ClassChange10Period","DailyChange1Period",0.0471103973686695
"Time.18.00.00","Time.19.00.00",-0.0470728054642677
"Month.Apr","ConsecChange100Period",-0.0469448380172253
"Month.May","ChangeFuture50",-0.0468151718378067
"Time.20.00.00","Time.21.00.00",-0.0468085594475269
"Month.Feb","DailyConsecChange10Period",-0.0467941500246525
"Month.Oct","DailyRSI",0.0467680059373379
"DailyClassChange200Period","DailyClassChangeRSI",0.0467514023184776
"ConsecChange100Period","DailyConsecChange25Period",-0.0467372760176659
"Time.19.00.00","Time.21.00.00",-0.0466123074293137
"ConsecChange25Period","DailyConsecChange5Period",-0.0465343222022057
"DailyChange10Period","DailyConsecChange1Period",-0.046456303447485
"DailyClassChange100Period","DailyConsecChangeMACD",-0.0461955703794956
"ChangeRSI","ConsecChangeRSI",-0.0460595414042473
"Time.17.00.00","Time.20.00.00",-0.0460293181240559
"Change10Period","DailyClassChangeSlowRSI",0.0460092835128307
"Month.Oct","DailyClassChangeMACD",-0.0460086241364479
"Time.18.00.00","Time.21.00.00",-0.0459413453936577
"Month.Sep","DailyRSI",-0.0458536669611931
"Time.20.00.00","Time.22.00.00",-0.0458421632647514
"Time.17.00.00","Time.19.00.00",-0.0458363331854343
"SlowRSI","ChangeSlowRSI",0.0458231754601002
"DailyClassChange10Period","DailyConsecChange100Period",0.0458147786557674
"Month.Apr","ConsecChange200Period",0.045794889330864
"Time.19.00.00","Time.22.00.00",-0.0456499643623829
"Time.16.00.00","Time.20.00.00",-0.045511219650507
"Time.20.00.00","Time.23.00.00",-0.0454206131398678
"SlowRSI","DailyConsecChangeSlowRSI",0.0454140715301037
"Time.01.00.00","Time.20.00.00",-0.0453676916658878
"Change50Period","ChangeSlowRSI",0.0453638285398483
"Time.07.00.00","Time.20.00.00",-0.0453601256012917
"Time.02.00.00","Time.20.00.00",-0.0453374236822128
"Time.00.00.00","Time.20.00.00",-0.0453298576176167
"Time.06.00.00","Time.20.00.00",-0.0453298576176167
"Time.08.00.00","Time.20.00.00",-0.0453222878277302
"Time.13.00.00","Time.20.00.00",-0.0453222878277302
"Time.15.00.00","Time.20.00.00",-0.0453222878277302
"Time.16.00.00","Time.19.00.00",-0.0453204065561295
"Time.04.00.00","Time.20.00.00",-0.0453147143125534
"Time.05.00.00","Time.20.00.00",-0.0453147143125534
"Time.03.00.00","Time.20.00.00",-0.0453071445226669
"Time.12.00.00","Time.20.00.00",-0.0453071445226669
"Time.14.00.00","Time.20.00.00",-0.0453071445226669
"Time.09.00.00","Time.20.00.00",-0.0452995710074902
"Time.10.00.00","Time.20.00.00",-0.0452768430113792
"Time.11.00.00","Time.20.00.00",-0.0452768430113792
"Time.19.00.00","Time.23.00.00",-0.0452301800251007
"Month.Oct","DailyConsecChangeSlowRSI",0.0451959744095802
"Time.01.00.00","Time.19.00.00",-0.0451774783432484
"Time.17.00.00","Time.18.00.00",-0.0451765395700932
"Time.07.00.00","Time.19.00.00",-0.0451699458062649
"Time.02.00.00","Time.19.00.00",-0.0451473407447338
"Time.00.00.00","Time.19.00.00",-0.04513980448246
"Time.06.00.00","Time.19.00.00",-0.04513980448246
"Time.08.00.00","Time.19.00.00",-0.0451322644948959
"Time.13.00.00","Time.19.00.00",-0.0451322644948959
"Time.15.00.00","Time.19.00.00",-0.0451322644948959
"Time.04.00.00","Time.19.00.00",-0.0451247282326221
"Time.05.00.00","Time.19.00.00",-0.0451247282326221
"Time.03.00.00","Time.19.00.00",-0.0451171845197678
"Time.12.00.00","Time.19.00.00",-0.0451171845197678
"Time.14.00.00","Time.19.00.00",-0.0451171845197678
"Time.09.00.00","Time.19.00.00",-0.0451096445322037
"Time.10.00.00","Time.19.00.00",-0.0450870133936405
"Time.11.00.00","Time.19.00.00",-0.0450870133936405
"Month.Apr","DailyConsecChangeMACD",-0.0450820922851562
"ConsecChange100Period","ConsecChangeEMA",-0.0450794585049152
"Month.Jul","DailyChangeEMA",0.0450493507087231
"Day.Sat","DailyChange200Period",0.0450365953147411
"Time.18.00.00","Time.22.00.00",-0.0449928566813469
"DailyClassChangeEMA","DailyConsecChange100Period",0.0449841693043709
"ClassChange50Period","DailyClassChangeMACD",0.0449748672544956
"Day.Thu","DailyConsecChangeMACD",-0.0449275337159634
"Month.Jul","DailySlowRSI",0.0449170097708702
"DailySlowRSI","DailyClassChangeRSI",0.0448865815997124
"Month.Jul","ConsecChange200Period",-0.0448166094720364
"Month.Mar","DailyChangeEMA",0.0448012948036194
"ClassChange100Period","ClassChangeRSI",0.0447379127144814
"Time.17.00.00","Time.21.00.00",-0.0447345897555351
"ConsecChange5Period","ConsecChange200Period",-0.04471605271101
"MACD","ConsecChange50Period",-0.0446721538901329
"Time.16.00.00","Time.18.00.00",-0.0446680411696434
"DailyClassChange10Period","DailyConsecChangeSlowRSI",0.0446285083889961
"DailySlowRSI","DailyConsecChangeMACD",-0.0446106120944023
"DailyClassChange10Period","DailyClassChangeMACD",0.0445910356938839
"Time.18.00.00","Time.23.00.00",-0.0445791147649288
"Time.21.00.00","Time.22.00.00",-0.0445527024567127
"Change25Period","ConsecChange50Period",-0.0445302687585354
"Time.01.00.00","Time.18.00.00",-0.0445271730422974
"Time.07.00.00","Time.18.00.00",-0.0445197485387325
"Time.02.00.00","Time.18.00.00",-0.0444974675774574
"Time.00.00.00","Time.18.00.00",-0.0444900393486023
"Time.06.00.00","Time.18.00.00",-0.0444900393486023
"Time.08.00.00","Time.18.00.00",-0.0444826073944569
"Time.13.00.00","Time.18.00.00",-0.0444826073944569
"Time.15.00.00","Time.18.00.00",-0.0444826073944569
"Time.04.00.00","Time.18.00.00",-0.0444751791656017
"Time.05.00.00","Time.18.00.00",-0.0444751791656017
"Time.03.00.00","Time.18.00.00",-0.0444677472114563
"Time.12.00.00","Time.18.00.00",-0.0444677472114563
"Time.14.00.00","Time.18.00.00",-0.0444677472114563
"Time.09.00.00","Time.18.00.00",-0.0444603152573109
"Time.10.00.00","Time.18.00.00",-0.0444380082190037
"Time.11.00.00","Time.18.00.00",-0.0444380082190037
"Change200Period","DailyConsecChangeSlowRSI",0.0443685948848724
"Change200Period","DailyConsecChange1Period",-0.0443177781999111
"DailyConsecChange10Period","DailyConsecChangeRSI",-0.0443055294454098
"DailySlowRSI","DailyClassChange1Period",0.0442717224359512
"Month.Apr","MACD",0.0442439280450344
"Time.16.00.00","Time.21.00.00",-0.0442310683429241
"ClassChangeEMA","DailyChangeSlowRSI",0.0442102886736393
"Month.Apr","ChangeFuture50",0.0441675893962383
"Time.21.00.00","Time.23.00.00",-0.0441430099308491
"ClassChangeSlowRSI","DailyClassChange25Period",-0.0440937839448452
"Time.01.00.00","Time.21.00.00",-0.0440915748476982
"Time.07.00.00","Time.21.00.00",-0.0440842248499393
"Time.02.00.00","Time.21.00.00",-0.0440621636807919
"Time.00.00.00","Time.21.00.00",-0.0440548062324524
"Time.06.00.00","Time.21.00.00",-0.0440548062324524
"Time.08.00.00","Time.21.00.00",-0.0440474487841129
"Time.13.00.00","Time.21.00.00",-0.0440474487841129
"Time.15.00.00","Time.21.00.00",-0.0440474487841129
"Time.04.00.00","Time.21.00.00",-0.0440400913357735
"Time.05.00.00","Time.21.00.00",-0.0440400913357735
"Time.03.00.00","Time.21.00.00",-0.0440327301621437
"Time.12.00.00","Time.21.00.00",-0.0440327301621437
"Time.14.00.00","Time.21.00.00",-0.0440327301621437
"Time.09.00.00","Time.21.00.00",-0.0440253727138042
"DailyClassChange25Period","DailyConsecChange25Period",0.0440159514546394
"Month.Aug","ChangeFuture50",-0.0440052635967731
"Time.10.00.00","Time.21.00.00",-0.0440032854676247
"Time.11.00.00","Time.21.00.00",-0.0440032854676247
"ConsecChange1Period","DailyClassChange200Period",0.0439964793622494
"Month.Mar","DailyConsecChangeSlowRSI",-0.0439951531589031
"Month.Jul","DailyChange100Period",0.0439554043114185
"DailyClassChange1Period","DailyClassChange200Period",0.043913695961237
"Day.Mon","DailyConsecChange5Period",0.043825589120388
"Time.17.00.00","Time.22.00.00",-0.0438110157847404
"ClassChange200Period","DailyClassChangeMACD",0.0437730401754379
"Month.Jan","DailyConsecChange50Period",-0.0436910800635815
"Month.Aug","RSI",-0.043646328151226
"ClassChange25Period","DailyMACD",0.0435648411512375
"Time.16.00.00","Time.17.00.00",-0.0434947349131107
"DailyChangeEMA","DailyConsecChangeSlowRSI",0.0434452518820763
"Month.Mar","ChangeFuture100",0.0434383898973465
"Time.17.00.00","Time.23.00.00",-0.0434081442654133
"Month.May","DailyChange25Period",-0.0433831252157688
"Month.Jul","DailyConsecChange10Period",-0.043378934264183
"Time.01.00.00","Time.17.00.00",-0.0433575622737408
"Time.07.00.00","Time.17.00.00",-0.0433503352105618
"Time.02.00.00","Time.17.00.00",-0.0433286391198635
"Time.00.00.00","Time.17.00.00",-0.0433214046061039
"Time.06.00.00","Time.17.00.00",-0.0433214046061039
"Time.16.00.00","Time.22.00.00",-0.0433178879320621
"Time.08.00.00","Time.17.00.00",-0.0433141700923443
"Time.13.00.00","Time.17.00.00",-0.0433141700923443
"Time.15.00.00","Time.17.00.00",-0.0433141700923443
"Time.04.00.00","Time.17.00.00",-0.0433069355785847
"Time.05.00.00","Time.17.00.00",-0.0433069355785847
"Time.03.00.00","Time.17.00.00",-0.0432997010648251
"Time.12.00.00","Time.17.00.00",-0.0432997010648251
"Time.14.00.00","Time.17.00.00",-0.0432997010648251
"Time.09.00.00","Time.17.00.00",-0.0432924628257751
"Time.10.00.00","Time.17.00.00",-0.0432707443833351
"Time.11.00.00","Time.17.00.00",-0.0432707443833351
"Time.22.00.00","Time.23.00.00",-0.0432316474616528
"ChangeSlowRSI","ConsecChangeEMA",-0.0431980565190315
"Time.01.00.00","Time.22.00.00",-0.043181274086237
"Time.07.00.00","Time.22.00.00",-0.04317407310009
"Time.02.00.00","Time.22.00.00",-0.0431524664163589
"Time.00.00.00","Time.22.00.00",-0.043145265430212
"Time.06.00.00","Time.22.00.00",-0.043145265430212
"ClassChange25Period","DailyClassChange200Period",0.0431427173316479
"Time.08.00.00","Time.22.00.00",-0.0431380607187748
"Time.13.00.00","Time.22.00.00",-0.0431380607187748
"Time.15.00.00","Time.22.00.00",-0.0431380607187748
"Time.04.00.00","Time.22.00.00",-0.0431308522820473
"Time.05.00.00","Time.22.00.00",-0.0431308522820473
"Time.03.00.00","Time.22.00.00",-0.0431236438453197
"Time.12.00.00","Time.22.00.00",-0.0431236438453197
"Time.14.00.00","Time.22.00.00",-0.0431236438453197
"Time.09.00.00","Time.22.00.00",-0.0431164391338825
"ConsecChange50Period","DailyConsecChange10Period",-0.0431122407317162
"Time.10.00.00","Time.22.00.00",-0.0430948063731194
"Time.11.00.00","Time.22.00.00",-0.0430948063731194
"Time.16.00.00","Time.23.00.00",-0.0429195500910282
"ClassChange1Period","ClassChange100Period",0.0429154746234417
"Time.01.00.00","Time.16.00.00",-0.0428695417940617
"Time.07.00.00","Time.16.00.00",-0.0428623929619789
"DailyClassChange50Period","DailyConsecChange200Period",0.0428588911890984
"Time.02.00.00","Time.16.00.00",-0.0428409427404404
"Time.00.00.00","Time.16.00.00",-0.0428337901830673
"Time.06.00.00","Time.16.00.00",-0.0428337901830673
"Time.08.00.00","Time.16.00.00",-0.0428266376256943
"Time.13.00.00","Time.16.00.00",-0.0428266376256943
"Time.15.00.00","Time.16.00.00",-0.0428266376256943
"Time.04.00.00","Time.16.00.00",-0.0428194813430309
"Time.05.00.00","Time.16.00.00",-0.0428194813430309
"Time.03.00.00","Time.16.00.00",-0.0428123287856579
"Time.12.00.00","Time.16.00.00",-0.0428123287856579
"Time.14.00.00","Time.16.00.00",-0.0428123287856579
"Time.09.00.00","Time.16.00.00",-0.0428051725029945
"Time.01.00.00","Time.23.00.00",-0.0427841916680336
"Time.10.00.00","Time.16.00.00",-0.0427836962044239
"Time.11.00.00","Time.16.00.00",-0.0427836962044239
"Time.07.00.00","Time.23.00.00",-0.042777057737112
"Time.02.00.00","Time.23.00.00",-0.0427556522190571
"Time.00.00.00","Time.23.00.00",-0.0427485145628452
"Time.06.00.00","Time.23.00.00",-0.0427485145628452
"Time.08.00.00","Time.23.00.00",-0.0427413731813431
"Time.13.00.00","Time.23.00.00",-0.0427413731813431
"Time.15.00.00","Time.23.00.00",-0.0427413731813431
"Time.04.00.00","Time.23.00.00",-0.0427342355251312
"Time.05.00.00","Time.23.00.00",-0.0427342355251312
"Time.01.00.00","Time.07.00.00",-0.0427272170782089
"Time.03.00.00","Time.23.00.00",-0.0427270941436291
"Time.12.00.00","Time.23.00.00",-0.0427270941436291
"Time.14.00.00","Time.23.00.00",-0.0427270941436291
"Time.09.00.00","Time.23.00.00",-0.0427199527621269
"ConsecChange25Period","ConsecChange200Period",-0.0427119471132755
"Time.01.00.00","Time.02.00.00",-0.0427058339118958
"Time.02.00.00","Time.07.00.00",-0.0426987111568451
"Time.00.00.00","Time.01.00.00",-0.0426987037062645
"Time.01.00.00","Time.06.00.00",-0.0426987037062645
"Time.10.00.00","Time.23.00.00",-0.0426985211670399
"Time.11.00.00","Time.23.00.00",-0.0426985211670399
"Time.00.00.00","Time.07.00.00",-0.0426915846765041
"Time.06.00.00","Time.07.00.00",-0.0426915846765041
"Time.01.00.00","Time.08.00.00",-0.0426915735006332
"Time.01.00.00","Time.13.00.00",-0.0426915735006332
"Time.01.00.00","Time.15.00.00",-0.0426915735006332
"Time.07.00.00","Time.08.00.00",-0.0426844544708729
"Time.07.00.00","Time.13.00.00",-0.0426844544708729
"Time.07.00.00","Time.15.00.00",-0.0426844544708729
"Time.01.00.00","Time.04.00.00",-0.042684443295002
"Time.01.00.00","Time.05.00.00",-0.042684443295002
"Day.Mon","DailyConsecChangeEMA",0.0426801405847073
"Time.04.00.00","Time.07.00.00",-0.0426773242652416
"Time.05.00.00","Time.07.00.00",-0.0426773242652416
"Time.01.00.00","Time.03.00.00",-0.0426773093640804
"Time.01.00.00","Time.12.00.00",-0.0426773093640804
"Time.01.00.00","Time.14.00.00",-0.0426773093640804
"Time.00.00.00","Time.02.00.00",-0.0426702201366425
"Time.02.00.00","Time.06.00.00",-0.0426702201366425
"Time.03.00.00","Time.07.00.00",-0.0426701940596104
"Time.07.00.00","Time.12.00.00",-0.0426701940596104
"Time.07.00.00","Time.14.00.00",-0.0426701940596104
"Time.01.00.00","Time.09.00.00",-0.0426701754331589
"Month.Feb","DailyConsecChangeRSI",-0.0426674708724022
"Time.00.00.00","Time.06.00.00",-0.0426630936563015
"Time.02.00.00","Time.08.00.00",-0.0426630936563015
"Time.02.00.00","Time.13.00.00",-0.0426630936563015
"Time.02.00.00","Time.15.00.00",-0.0426630936563015
"Time.07.00.00","Time.09.00.00",-0.0426630601286888
"ConsecChange50Period","DailyRSI",-0.042656421661377
"Time.00.00.00","Time.08.00.00",-0.0426559709012508
"Time.06.00.00","Time.08.00.00",-0.0426559709012508
"Time.00.00.00","Time.13.00.00",-0.0426559709012508
"Time.06.00.00","Time.13.00.00",-0.0426559709012508
"Time.00.00.00","Time.15.00.00",-0.0426559709012508
"Time.06.00.00","Time.15.00.00",-0.0426559709012508
"Time.02.00.00","Time.04.00.00",-0.0426559671759605
"Time.02.00.00","Time.05.00.00",-0.0426559671759605
"Time.08.00.00","Time.13.00.00",-0.0426488481462002
"Time.08.00.00","Time.15.00.00",-0.0426488481462002
"Time.13.00.00","Time.15.00.00",-0.0426488481462002
"Time.00.00.00","Time.04.00.00",-0.0426488444209099
"Time.00.00.00","Time.05.00.00",-0.0426488444209099
"Time.04.00.00","Time.06.00.00",-0.0426488444209099
"Time.05.00.00","Time.06.00.00",-0.0426488444209099
"Time.02.00.00","Time.03.00.00",-0.0426488369703293
"Time.02.00.00","Time.12.00.00",-0.0426488369703293
"Time.02.00.00","Time.14.00.00",-0.0426488369703293
"Time.01.00.00","Time.10.00.00",-0.0426487699151039
"Time.01.00.00","Time.11.00.00",-0.0426487699151039
"Time.04.00.00","Time.08.00.00",-0.0426417216658592
"Time.05.00.00","Time.08.00.00",-0.0426417216658592
"Time.04.00.00","Time.13.00.00",-0.0426417216658592
"Time.05.00.00","Time.13.00.00",-0.0426417216658592
"Time.04.00.00","Time.15.00.00",-0.0426417216658592
"Time.05.00.00","Time.15.00.00",-0.0426417216658592
"Time.00.00.00","Time.03.00.00",-0.0426417179405689
"Time.03.00.00","Time.06.00.00",-0.0426417179405689
"Time.00.00.00","Time.12.00.00",-0.0426417179405689
"Time.06.00.00","Time.12.00.00",-0.0426417179405689
"Time.00.00.00","Time.14.00.00",-0.0426417179405689
"Time.06.00.00","Time.14.00.00",-0.0426417179405689
"Time.02.00.00","Time.09.00.00",-0.0426417104899883
"Time.07.00.00","Time.10.00.00",-0.0426416583359241
"Time.07.00.00","Time.11.00.00",-0.0426416583359241
"Time.04.00.00","Time.05.00.00",-0.0426345989108086
"Time.03.00.00","Time.08.00.00",-0.0426345989108086
"Time.08.00.00","Time.12.00.00",-0.0426345989108086
"Time.03.00.00","Time.13.00.00",-0.0426345989108086
"Time.12.00.00","Time.13.00.00",-0.0426345989108086
"Time.08.00.00","Time.14.00.00",-0.0426345989108086
"Time.13.00.00","Time.14.00.00",-0.0426345989108086
"Time.03.00.00","Time.15.00.00",-0.0426345989108086
"Time.12.00.00","Time.15.00.00",-0.0426345989108086
"Time.14.00.00","Time.15.00.00",-0.0426345989108086
"Time.00.00.00","Time.09.00.00",-0.042634591460228
"Time.06.00.00","Time.09.00.00",-0.042634591460228
"Month.Nov","ClassChange100Period",-0.0426293574273586
"Time.03.00.00","Time.04.00.00",-0.0426274761557579
"Time.03.00.00","Time.05.00.00",-0.0426274761557579
"Time.04.00.00","Time.12.00.00",-0.0426274761557579
"Time.05.00.00","Time.12.00.00",-0.0426274761557579
"Time.04.00.00","Time.14.00.00",-0.0426274761557579
"Time.05.00.00","Time.14.00.00",-0.0426274761557579
"Time.08.00.00","Time.09.00.00",-0.0426274724304676
"Time.09.00.00","Time.13.00.00",-0.0426274724304676
"Time.09.00.00","Time.15.00.00",-0.0426274724304676
"Time.03.00.00","Time.12.00.00",-0.0426203534007072
"Time.03.00.00","Time.14.00.00",-0.0426203534007072
"Time.12.00.00","Time.14.00.00",-0.0426203534007072
"Time.04.00.00","Time.09.00.00",-0.0426203496754169
"Time.05.00.00","Time.09.00.00",-0.0426203496754169
"Time.02.00.00","Time.10.00.00",-0.0426203161478043
"Time.02.00.00","Time.11.00.00",-0.0426203161478043
"Month.Mar","DailySlowRSI",0.0426153801381588
"Time.03.00.00","Time.09.00.00",-0.0426132269203663
"Time.09.00.00","Time.12.00.00",-0.0426132269203663
"Time.09.00.00","Time.14.00.00",-0.0426132269203663
"Time.00.00.00","Time.10.00.00",-0.0426132008433342
"Time.06.00.00","Time.10.00.00",-0.0426132008433342
"Time.00.00.00","Time.11.00.00",-0.0426132008433342
"Time.06.00.00","Time.11.00.00",-0.0426132008433342
"Time.08.00.00","Time.10.00.00",-0.0426060855388641
"Time.08.00.00","Time.11.00.00",-0.0426060855388641
"Time.10.00.00","Time.13.00.00",-0.0426060855388641
"Time.11.00.00","Time.13.00.00",-0.0426060855388641
"Time.10.00.00","Time.15.00.00",-0.0426060855388641
"Time.11.00.00","Time.15.00.00",-0.0426060855388641
"Time.04.00.00","Time.10.00.00",-0.0425989665091038
"Time.05.00.00","Time.10.00.00",-0.0425989665091038
"Time.04.00.00","Time.11.00.00",-0.0425989665091038
"Time.05.00.00","Time.11.00.00",-0.0425989665091038
"Time.03.00.00","Time.10.00.00",-0.0425918512046337
"Time.03.00.00","Time.11.00.00",-0.0425918512046337
"Time.10.00.00","Time.12.00.00",-0.0425918512046337
"Time.11.00.00","Time.12.00.00",-0.0425918512046337
"Time.10.00.00","Time.14.00.00",-0.0425918512046337
"Time.11.00.00","Time.14.00.00",-0.0425918512046337
"Time.09.00.00","Time.10.00.00",-0.0425847321748734
"Time.09.00.00","Time.11.00.00",-0.0425847321748734
"Time.10.00.00","Time.11.00.00",-0.0425633676350117
"DailyChange5Period","DailyConsecChange1Period",-0.0424445457756519
"ConsecChangeEMA","DailyConsecChangeEMA",-0.0424364134669304
"Change100Period","ConsecChange100Period",-0.0424238182604313
"Day.Sun","Time.18.00.00",0.0423268005251884
"Month.Feb","DailyClassChange10Period",0.0422981977462769
"Month.Feb","ConsecChange100Period",-0.0422918349504471
"DailyChangeMACD","DailyClassChange25Period",0.0422864072024822
"ChangeEMA","DailyChange5Period",0.0422093868255615
"ConsecChange200Period","ConsecChangeEMA",-0.0421082340180874
"Day.Fri","DailyConsecChangeSlowRSI",-0.0420388206839561
"ConsecChange200Period","DailyConsecChange25Period",0.0420299656689167
"DailyConsecChange5Period","DailyConsecChangeRSI",0.0420165210962296
"DailySlowRSI","DailyChangeSlowRSI",0.0420121289789677
"Month.Mar","DailyClassChange100Period",0.0418776124715805
"DailyClassChange50Period","DailyConsecChange25Period",0.0417834669351578
"Month.Mar","DailyRSI",0.0417178794741631
"Month.Jul","DailyChange10Period",0.0416772328317165
"Month.Jan","ChangeFuture200",-0.041534561663866
"Month.May","ClassChange25Period",-0.0415284372866154
"Month.Mar","Change200Period",0.0415280647575855
"DailyClassChangeEMA","DailyConsecChangeSlowRSI",0.0414743758738041
"Change100Period","DailyConsecChangeSlowRSI",0.0414586924016476
